age,gender,exercise_name,sets,reps,weight,frequency,protein,calories,sleep,experience,target_muscle_group,type,body_fat_percentage,cardio_minutes_per_week,maintenance_calories,muscle_size_cm2,definition_score
53,M,Diamond Push-ups,4,10,78,4,137,2282,8.4,Intermediate,Arms,Compound,23.9,273,2588,22.1,2.6
23,F,Front Raises,3,10,17,4,136,1564,8.4,Beginner,Shoulders,Isolation,21.1,138,1855,22.7,3.4
44,M,Barbell Rows,4,11,65,5,190,2165,6.7,Beginner,Back,Compound,13.2,251,2830,31.2,5.0
28,M,Hammer Curls,4,10,16,4,171,2536,8.7,Advanced,Arms,Isolation,15.7,169,3143,42.4,4.9
35,F,Arnold Press,5,11,51,4,140,1675,8.1,Intermediate,Shoulders,Compound,30.7,286,1992,21.1,1.5
27,F,Barbell Bench Press,5,10,70,3,101,1696,7.3,Beginner,Chest,Compound,24.6,203,2186,14.4,2.2
38,F,Deadlifts,5,6,88,5,125,1214,6.1,Intermediate,Legs,Compound,31.9,299,2013,27.4,1.9
25,M,Hammer Curls,4,9,57,4,124,2466,7.5,Beginner,Arms,Isolation,20.6,138,2804,18.9,3.2
32,M,Arnold Press,3,7,88,3,192,2147,8.2,Intermediate,Shoulders,Compound,21.3,117,2375,35.3,3.4
44,F,Lat Pulldowns,4,7,62,3,136,1589,8.3,Intermediate,Back,Compound,18.2,258,2308,17.7,3.7
20,F,Bicep Curls,3,9,16,5,133,1386,7.5,Advanced,Arms,Isolation,19.8,192,1880,29.1,4.1
41,F,Diamond Push-ups,4,11,98,5,148,1721,6.7,Intermediate,Arms,Compound,24.9,138,2181,26.9,2.8
22,F,Lat Pulldowns,4,6,86,4,145,1569,8.4,Intermediate,Back,Compound,28.6,168,2071,23.7,1.9
25,M,Dumbbell Flyes,4,11,50,3,150,2649,8.4,Advanced,Chest,Isolation,13.3,185,3013,51.0,5.0
41,F,Pull-ups,5,11,63,4,133,1710,7.6,Intermediate,Back,Compound,20.9,72,2226,18.8,3.4
49,M,Chin-ups,4,7,40,5,161,2147,8.9,Intermediate,Arms,Compound,23.2,247,2441,31.2,3.3
33,M,Face Pulls,4,14,19,4,195,2702,7.2,Advanced,Back,Isolation,24.2,63,3036,47.2,3.6
20,F,Tricep Extensions,3,10,52,4,117,1446,8.3,Advanced,Arms,Isolation,23.7,162,2207,34.9,3.1
40,F,Bicep Curls,4,14,29,3,113,1402,7.8,Advanced,Arms,Isolation,18.7,160,2051,31.6,4.1
32,M,Pike Push-ups,4,8,55,5,177,2602,6.4,Intermediate,Shoulders,Compound,15.9,238,3085,42.2,4.9
49,M,T-Bar Rows,5,11,67,5,150,1912,7.7,Intermediate,Back,Compound,17.2,105,2555,44.3,4.6
40,F,Hammer Curls,3,9,46,5,104,1613,6.4,Advanced,Arms,Isolation,28.3,171,1870,26.3,2.4
24,F,Dumbbell Flyes,4,10,48,4,104,1806,6.9,Intermediate,Chest,Isolation,26.4,179,2226,21.2,2.2
30,M,Calf Raises,3,8,52,5,172,2311,7.5,Beginner,Legs,Isolation,12.6,117,2562,34.1,4.7
39,M,Leg Curls,4,8,24,4,145,2561,8.5,Beginner,Legs,Isolation,20.6,150,2981,26.1,3.4
53,M,Pull-ups,3,8,89,3,148,1836,7.4,Intermediate,Back,Compound,13.6,126,2415,34.9,5.0
36,F,Close-Grip Bench Press,3,11,43,3,147,1674,7.0,Intermediate,Arms,Compound,19.9,202,2012,27.7,3.7
27,M,Barbell Rows,5,7,77,3,159,1868,7.9,Advanced,Back,Compound,12.8,159,2302,46.0,5.0
35,F,Leg Curls,4,14,22,4,148,1892,9.0,Intermediate,Legs,Isolation,23.0,110,2171,29.2,2.9
50,F,Squats,4,8,72,3,139,1166,7.3,Advanced,Legs,Compound,19.1,261,1889,30.7,4.6
23,F,Face Pulls,3,10,40,4,132,1394,6.0,Intermediate,Back,Isolation,25.6,154,2166,18.1,2.2
41,M,Rear Delt Flyes,3,12,27,5,157,2550,7.1,Advanced,Shoulders,Isolation,21.0,186,3148,40.5,3.8
21,F,Lat Pulldowns,4,7,117,5,130,1610,7.5,Intermediate,Back,Compound,28.5,286,1886,21.0,2.3
18,M,Arnold Press,4,7,85,4,124,1880,7.8,Intermediate,Shoulders,Compound,19.5,225,2268,22.6,4.0
40,M,Leg Extensions,4,9,15,4,179,1899,7.6,Intermediate,Legs,Isolation,18.4,160,2400,35.1,4.3
46,M,Close-Grip Bench Press,5,10,101,5,156,1835,7.6,Advanced,Arms,Compound,13.3,194,2335,48.1,5.0
22,M,Cable Rows,3,11,21,3,194,1826,7.3,Intermediate,Back,Isolation,13.9,252,2386,36.4,4.8
19,M,Dumbbell Bench Press,4,9,69,3,166,1802,8.2,Beginner,Chest,Compound,16.3,231,2223,32.1,4.3
46,M,Incline Barbell Bench Press,5,8,51,3,127,1871,7.3,Beginner,Chest,Compound,12.5,189,2519,19.6,4.7
19,M,Deadlifts,5,8,53,3,162,2352,7.3,Intermediate,Legs,Compound,15.9,83,2579,39.6,4.8
34,M,Lat Pulldowns,5,10,86,5,142,1680,8.2,Advanced,Back,Compound,18.1,277,2299,26.1,4.4
32,M,Incline Barbell Bench Press,3,11,119,4,157,2364,8.7,Intermediate,Chest,Compound,17.4,255,2791,20.7,4.3
43,M,Arnold Press,3,8,96,5,177,2847,8.3,Intermediate,Shoulders,Compound,19.7,69,3119,33.0,4.3
36,F,Chin-ups,5,6,57,3,100,1879,6.0,Intermediate,Arms,Compound,27.8,96,2121,25.0,2.0
22,M,Pec Deck,4,12,39,4,175,2558,6.8,Advanced,Chest,Isolation,22.1,111,3020,51.6,3.9
47,M,Close-Grip Bench Press,5,6,65,5,162,2283,7.9,Advanced,Arms,Compound,15.0,159,2837,47.8,5.0
41,M,T-Bar Rows,5,11,90,3,176,2286,6.4,Advanced,Back,Compound,22.6,297,2596,47.0,3.7
37,M,Cable Crossovers,3,14,33,5,160,2316,7.0,Intermediate,Chest,Isolation,24.8,208,2745,37.5,3.0
44,M,Chin-ups,3,9,54,4,192,2564,6.3,Intermediate,Arms,Compound,19.6,117,2963,39.1,4.3
24,M,Calf Raises,3,11,20,4,144,1834,8.5,Intermediate,Legs,Isolation,17.6,198,2521,42.3,4.6
40,M,T-Bar Rows,3,10,51,5,152,1757,6.6,Advanced,Back,Compound,17.9,170,2200,34.8,4.6
34,F,Reverse Flyes,4,14,31,3,108,2016,7.1,Intermediate,Back,Isolation,27.3,60,2382,25.3,2.4
27,M,Arnold Press,4,7,52,3,191,1781,6.6,Intermediate,Shoulders,Compound,12.6,261,2279,39.4,5.0
48,M,Pike Push-ups,4,7,63,3,165,2473,8.5,Intermediate,Shoulders,Compound,17.7,281,2836,36.3,4.7
30,M,Calf Raises,3,8,29,5,197,1968,9.0,Intermediate,Legs,Isolation,13.8,161,2717,23.8,4.7
32,M,Incline Barbell Bench Press,4,7,75,5,135,1982,8.3,Beginner,Chest,Compound,24.3,234,2516,18.9,2.3
36,M,Leg Press,5,6,88,4,166,2317,6.8,Intermediate,Legs,Compound,16.3,286,3021,44.6,5.0
49,F,Face Pulls,3,10,34,3,137,1752,8.0,Advanced,Back,Isolation,25.3,227,2000,31.7,2.8
41,M,Pike Push-ups,5,9,110,3,154,2001,8.8,Advanced,Shoulders,Compound,15.7,264,2308,51.6,5.0
21,M,Close-Grip Bench Press,5,7,79,3,147,2441,7.3,Intermediate,Arms,Compound,19.7,251,2878,42.5,4.4
46,M,Reverse Flyes,4,14,23,3,134,2161,7.5,Intermediate,Back,Isolation,21.5,149,2693,35.7,3.5
45,M,Reverse Flyes,3,13,44,3,167,2211,7.1,Intermediate,Back,Isolation,18.4,294,2953,24.6,4.0
30,M,Front Raises,3,13,29,3,184,2890,8.9,Advanced,Shoulders,Isolation,15.6,282,3116,37.8,5.0
19,M,T-Bar Rows,3,7,55,3,148,1574,8.8,Intermediate,Back,Compound,25.0,185,2332,21.1,2.4
36,F,T-Bar Rows,5,10,54,3,134,2098,7.2,Beginner,Back,Compound,23.5,288,2334,22.3,2.8
42,M,Barbell Rows,3,10,65,5,167,2652,8.7,Intermediate,Back,Compound,21.7,90,2869,41.8,3.3
48,M,Front Raises,3,8,25,4,181,2439,7.1,Intermediate,Shoulders,Isolation,16.7,255,2752,42.1,4.5
50,M,Lunges,4,6,92,3,180,2307,7.1,Advanced,Legs,Compound,12.2,70,2573,52.2,5.0
38,F,Squats,3,10,69,3,136,1894,6.6,Beginner,Legs,Compound,28.8,107,2228,17.9,1.9
51,M,Overhead Press,4,10,48,5,129,2322,7.2,Intermediate,Shoulders,Compound,19.4,177,2659,35.0,4.2
40,M,Face Pulls,4,9,32,5,125,2119,8.8,Beginner,Back,Isolation,12.8,255,2782,30.4,4.9
45,M,Overhead Press,4,11,53,5,136,1879,7.3,Beginner,Shoulders,Compound,14.1,116,2302,19.4,4.4
21,M,Bicep Curls,3,12,38,4,176,2287,6.8,Advanced,Arms,Isolation,20.8,118,3071,50.3,4.0
40,M,Overhead Press,5,8,51,3,199,2165,7.0,Intermediate,Shoulders,Compound,17.1,90,2527,37.7,4.3
19,M,Incline Barbell Bench Press,5,10,93,3,142,2185,8.1,Intermediate,Chest,Compound,20.5,201,2750,26.9,3.7
51,M,T-Bar Rows,5,10,71,5,141,2285,7.4,Advanced,Back,Compound,21.3,96,2912,52.5,3.7
37,M,Overhead Press,5,11,113,5,199,2846,7.2,Intermediate,Shoulders,Compound,15.9,77,3128,31.1,4.8
21,M,Cable Rows,3,14,40,5,120,2687,6.3,Beginner,Back,Isolation,12.7,201,2961,33.6,5.0
40,M,Arnold Press,5,9,106,5,124,2295,6.8,Advanced,Shoulders,Compound,16.8,159,3078,52.6,4.9
49,M,Squats,4,9,114,4,186,1846,7.2,Intermediate,Legs,Compound,16.8,184,2499,34.6,4.7
25,M,Pike Push-ups,3,10,87,4,135,1741,6.8,Intermediate,Shoulders,Compound,24.1,239,2425,23.4,2.8
40,F,Squats,5,11,108,5,117,1797,7.0,Advanced,Legs,Compound,19.8,75,2173,35.4,4.5
